Project Code,Title,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
P-MA-AAC-003,Upper Doukkala Irrigation Project,"75,373,222.30",Morocco,29 Oct 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MA-HA0-003,LIGNE DE CREDIT A LA B.C.M,"13,352,594.92",Morocco,29 Oct 1991,Completion,African Development Bank,Finance,Sovereign
P-MA-HAA-006,LIGNE DE CREDIT A CIH,"5,026,499.32",Morocco,29 Oct 1991,Completion,African Development Bank,Finance,Sovereign
P-MA-HAA-009,LIGNE DE CREDIT B.C.P.; B.C.M.E; B.C.M,"7,871,217.83",Morocco,29 Oct 1991,Completion,African Development Bank,Finance,Sovereign
P-MG-AA0-001,Madagascar - Institutional Support to DPRA and National Land Registration Operation - Phase I,"7,230,000.00",Madagascar,29 Oct 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MG-AZ0-001,APPUI INSTITUT.A LA DPRA,"9,671,046.00",Madagascar,29 Oct 1991,Cancelled,African Development Fund,Agriculture and Rural Development,Sovereign
P-SC-HAA-001,Line of Credit II to D.B.S,"3,999,846.18",Seychelles,29 Oct 1991,Completion,African Development Bank,Finance,Non Sovereign
P-BI-DB0-012,REHAB. ROUTE BUJUMBURA-MUTAMBARA (RN3),"4,424,501.88",Burundi,25 Sep 1991,Completion,,Transport,Sovereign
P-LS-K00-001,Lesotho - Institutional Support Project to the Ministries of Finance and Planning,"771,438.95",Lesotho,25 Sep 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-Z1-F00-016,PROGRAMME ENERGETIQUE AFRICAIN,"3,453,945.00",Multinational,25 Sep 1991,Completion,African Development Fund,Power,Sovereign
,,,,,,,,
P-EG-K00-001,Structural Adjustment Programme,"50,000,000.00",Egypt,24 Sep 1991,Completion,African Development Bank,Multi-Sector,Sovereign
P-GN-AAF-001,PROJET AQUACULTURE DE KOBA,"29,978,626.78",Guinea,24 Sep 1991,Completion,,Agriculture and Rural Development,Sovereign
P-GN-AB0-001,DEV. RURAL REG. SIGUIRI II,"9,943,282.72",Guinea,24 Sep 1991,Completion,,Agriculture and Rural Development,Sovereign
P-SL-IA0-003,"Quality Improvement for Basic Education, Technical and Vocational Training","992,849.59",Sierra Leone,24 Sep 1991,Completion,,Social,Sovereign
P-SL-IA0-004,"Sierra Leone - Quality Improvement for Basic Education, Technical and Vocational Training Project (Education II)","12,428,171.55",Sierra Leone,24 Sep 1991,Completion,African Development Fund,Social,Sovereign
P-SN-IE0-001,APPUI AUX GRPT PROMO. FEM. (GPF),"3,679,927.74",Senegal,24 Sep 1991,Completion,,Social,Sovereign
P-TN-AAZ-001,PROG. AJUST. SECTORIEL AGRIC. (PASA),"90,000,000.00",Tunisia,24 Sep 1991,Completion,African Development Bank,Agriculture and Rural Development,Sovereign
P-AO-E00-001,Angola - Luanda Stormwater Networks Rehabilitation Project,"263,946.50",Angola,23 Sep 1991,Cancelled,,Water Supply & Sanitation,Sovereign
P-NG-AAG-001,Nigeria - Savannah Sugar Rehabilitation Project (SSRP),"52,046,979.43",Nigeria,23 Sep 1991,Completion,,Agriculture and Rural Development,Sovereign
P-ZM-B00-011,Small - Medium-Scale Ent. Development,"18,087,938.34",Zambia,23 Sep 1991,Completion,African Development Bank,"Industry, Minning & Quarrying",Sovereign
P-SN-B00-004,RESTRUC. STE TEXTILE KAOLACK,"6,000,000.00",Senegal,30 Aug 1991,Completion,,"Industry, Minning & Quarrying",Sovereign
P-BF-DB0-002,PROJET DE ROUTE BILANGA-FADA-N'GOURMA,"25,133,136.22",Burkina Faso,28 Aug 1991,Completion,,Transport,Sovereign
P-BF-IA0-001,Burkina Faso - Project for Improving the Quality of Primary and Secondary Education (Education III Project),"8,472,782.16",Burkina Faso,28 Aug 1991,Completion,,Social,Sovereign
P-BJ-DB0-002,ETUD AMENAG. RTE.PARAKOU-NIKKI-SEGBANA &,"872,110.35",Benin,28 Aug 1991,Completion,,Transport,Sovereign
P-ET-E00-002,Ethiopia - Twelve Towns Water and Sanitation Supply Study,"1,790,534.97",Ethiopia,28 Aug 1991,Completion,,Water Supply & Sanitation,Sovereign
P-GN-B00-001,ETUDE STRATEGIQUE DU SECTEUR MINIER,"647,483.46",Guinea,28 Aug 1991,Completion,,"Industry, Minning & Quarrying",Sovereign
P-GW-AAF-001,ETUDE PLAN DIR.&PREP. PROJ PECHE INDUST.,"1,365,760.42",Guinea-Bissau,28 Aug 1991,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-ML-F00-001,"Mali - Electrification project, phase 2. Rehabilitation and extension of the distribution networks of Bamako","8,406,926.11",Mali,28 Aug 1991,Completion,,Power,Sovereign
P-MR-HZ0-001,PROJ. REHAB. ENT. PUBLIQUES,"13,815,780.00",Mauritania,28 Aug 1991,Completion,African Development Fund,Finance,Sovereign
P-NG-AA0-007,Northern Akwa Ibom Swamp Resources Development ,"1,334,931.67",Nigeria,28 Aug 1991,Completion,,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-RW-K00-001,PROGRAMME D'AJUSTEMENT STRUCTUREL I,"10,953,250.86",Rwanda,28 Aug 1991,Cancelled,African Development Fund,Multi-Sector,Sovereign
P-TD-AA0-010,PROJ. D'AMEL. FILIERE COTON,"13,043,463.84",Chad,28 Aug 1991,Completion,,Agriculture and Rural Development,Sovereign
P-TD-IA0-003,Chad - Secondary Education Quality Improvement Project - Education IV,"6,637,243.18",Chad,28 Aug 1991,Completion,,Social,Sovereign
P-UG-AA0-001,Uganda - Seed Industry Rationalisation Project,"6,302,950.23",Uganda,28 Aug 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MW-AB0-001,Malawi - Mwanza Rural Developement Project,"5,485,074.29",Malawi,27 Aug 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MZ-F00-002,"Mozambique - Electricity Project, Phase I","12,931,653.01",Mozambique,27 Aug 1991,Completion,,Power,Sovereign
P-MZ-GB0-003,Institutional Support to Tdm,"1,787,880.26",Mozambique,27 Aug 1991,Completion,,Communications,Sovereign
P-UG-FAB-001,Uganda - Extension to Owen Falls Generating Station,"18,372,946.47",Uganda,27 Aug 1991,Completion,,Power,Sovereign
P-GA-IAZ-001,AMELIORATION QUALITE DE L'EDUCATION I,"22,764,011.72",Gabon,26 Aug 1991,Completion,,Social,Sovereign
P-SN-B00-001,INDUSTRIES CHIMIQUES DU SENEGAL (ICS),"11,599,999.99",Senegal,26 Aug 1991,Completion,African Development Bank,"Industry, Minning & Quarrying",Sovereign
P-BI-K00-003,PROG. AJUST. STRUCTUREL I SUPPLEMENTAIRE,"7,828,941.97",Burundi,18 Jun 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-GH-IA0-001,Ghana - Tertiary Education Rehabilitation Project,"12,776,664.78",Ghana,18 Jun 1991,Completion,,Social,Sovereign
P-GH-IE0-001,Ghana - Women's Community Development Project,"1,834,779.52",Ghana,18 Jun 1991,Completion,,Social,Sovereign
P-GQ-IBD-001,ETU.SANTE & RENF.CAP. GEST.INFRAS.SANIT.,"999,035.65",Equatorial Guinea,18 Jun 1991,Completion,,Social,Sovereign
P-SL-AA0-001,Master Plan Study for Agriculture,"1,375,816.44",Sierra Leone,18 Jun 1991,Cancelled,,Agriculture and Rural Development,Sovereign
P-SN-AAE-001,PROJET D'APPUI A L'ELEVAGE : PHASE I,"6,039,761.14",Senegal,18 Jun 1991,Completion,,Agriculture and Rural Development,Sovereign
P-ZM-KZ0-001,Economic Recovery Loan II,"18,421,040.00",Zambia,18 Jun 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-BF-IC0-001,ETUDE DANS LE SECTEUR POPULATION,"745,126.27",Burkina Faso,17 Jun 1991,Completion,,Social,Sovereign
P-CM-DB0-002,Cameroon - Road Programme,"53,882,985.83",Cameroon,17 Jun 1991,Completion,,Transport,Sovereign
P-CV-DA0-002,Cape Verde - New Praia Airport Construction Project,"11,521,718.22",Cape Verde,17 Jun 1991,Completion,,Transport,Sovereign
,,,,,,,,
P-DZ-DC0-001,Algeria - El Achir New Tunnel Construction Project,"48,295,592.36",Algeria,17 Jun 1991,Completion,,Transport,Sovereign
P-ML-K00-002,Mali - Structural Adjustment Program,"13,815,780.00",Mali,17 Jun 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-MU-AAG-001,Rose-Belle Sugar Rehabilitation,"1,617,983.62",Mauritius,17 Jun 1991,Completion,,Agriculture and Rural Development,Sovereign
P-TN-HAA-007,2ÞME LIGNE DE CREDIT A LA BTEI,"24,902,158.08",Tunisia,17 Jun 1991,Completion,African Development Bank,Finance,Sovereign
P-TN-HAA-008,2E LIGNE DE CREDIT A LA STUSID,"19,845,430.59",Tunisia,17 Jun 1991,Completion,African Development Bank,Finance,Sovereign
P-TN-HAA-009,2ÞME L C. A BQE TUNISO-QUATA D'IN,"20,006,119.69",Tunisia,17 Jun 1991,Completion,African Development Bank,Finance,Sovereign
P-TN-HAA-014,2 LIGNE DE CREDIT    B. T. K. D,"34,997,325.88",Tunisia,17 Jun 1991,Completion,African Development Bank,Finance,Sovereign
P-Z1-DC0-001,Tazara Landslides Rectification Project,"261,885.72",Multinational,17 Jun 1991,Completion,African Development Fund,Transport,Sovereign
P-DJ-AAF-003,Djibouti - Integrated Fisheries Development Project,"11,814,478.11",Djibouti,21 May 1991,Completion,,Agriculture and Rural Development,Sovereign
P-KE-AAD-001,Kenya - Nyayo Tea Zones Improvement and Forest Conservation Project,"8,741,567.28",Kenya,21 May 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MA-EAA-003,BARRAGE D'EL HACHEF,"22,047,659.59",Morocco,21 May 1991,Completion,,Water Supply & Sanitation,Sovereign
P-MW-GB0-002,Malawi - Telecommunications II project,"26,052,877.73",Malawi,21 May 1991,Completion,,Communications,Sovereign
P-MZ-IBD-003,Health Study,"200,717.92",Mozambique,21 May 1991,Completion,,Social,Sovereign
P-NG-AA0-002,Middle Rima Valley Irrigation Project,"1,657,147.71",Nigeria,21 May 1991,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-ZW-F00-002,Power Studies,"663,916.65",Zimbabwe,21 May 1991,Completion,,Power,Sovereign
P-BJ-I00-001,CONSTRUCT  INST. REGIONAL SANTE PUBLIQUE,"8,647,912.20",Benin,02 May 1991,Completion,,Social,Sovereign
P-KE-DB0-003,Kenya - Ziwa-Kitale Road Upgranding Project,"12,628,773.20",Kenya,02 May 1991,Completion,,Transport,Sovereign
P-MR-EAA-001,Mauritania - Drinking water supply for 10 towns (Study),"1,498,835.73",Mauritania,02 May 1991,Completion,,Water Supply & Sanitation,Sovereign
P-NG-EA0-001,Nigeria - Ibadan Water Supply II Project,"73,817,508.56",Nigeria,02 May 1991,Completion,African Development Bank,Water Supply & Sanitation,Sovereign
P-NG-EA0-004,Nigeria - Plateau State Water Supply Project,"93,725,764.27",Nigeria,02 May 1991,Completion,African Development Bank,Water Supply & Sanitation,Sovereign
,,,,,,,,
P-TN-DZ0-001,REHAB. INFRAST FERRV. & ROUTIER,"19,438,725.68",Tunisia,02 May 1991,Completion,,Transport,Sovereign
P-ZM-DA0-001,Zambia - Civil Aviation Project Study,"1,346,558.84",Zambia,02 May 1991,Completion,African Development Fund,Transport,Sovereign
P-CV-DD0-003,AMELIO. CHANTIER NAVAL MINDELO A SAO VI,"3,635,117.73",Cape Verde,18 Mar 1991,Completion,,Transport,Sovereign
P-MW-AA0-005,Agricultural Sector Study,"1,410,468.59",Malawi,18 Mar 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MR-K00-003,RENFORFORCEMENT INST.DIMENSION SOCIALE,"702,946.80",Mauritania,18 Mar 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-GQ-AB0-001,ETUDE PLAN DIRECTEUR AGRICOLE,"199,916.80",Equatorial Guinea,26 Feb 1991,Completion,,Agriculture and Rural Development,Sovereign
P-KE-AA0-001,Kenya - Agriculture Sector Adjustment Programme II,"23,680,155.77",Kenya,26 Feb 1991,Completion,African Development Bank,Agriculture and Rural Development,Sovereign
P-MG-K00-002,APPUI BUDGETAIRE,"1,380,000.00",Madagascar,26 Feb 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-ST-AAE-001,ETUDE PROJET ELEVAGE,"307,035.03",Sao Tome and Principe,26 Feb 1991,Completion,,Agriculture and Rural Development,Sovereign
P-MR-EAZ-002,Mauritania - Rural Hydraulics Project in South-Eastern Mauritania,"6,273,577.37",Mauritania,25 Feb 1991,Completion,,Water Supply & Sanitation,Sovereign
P-NG-AA0-001,Nigeria - Rivers State Rice Development Study,"1,380,858.71",Nigeria,25 Feb 1991,Completion,,Agriculture and Rural Development,Sovereign
P-SL-K00-002,Sierra Leone - Institutional Strengthening Programme for Debt Management Units,"185,206.31",Sierra Leone,25 Feb 1991,Completion,African Development Fund,Multi-Sector,Sovereign
P-CV-AA0-002,DEVPT. DE L'AGRI.&ELEV. A BASE COMMUN.,"4,100,000.00",Cape Verde,13 Feb 1991,Completion,,Agriculture and Rural Development,Sovereign
P-BF-KF0-001,Burkina Faso - Capacity Building in Four Ministries,"2,443,977.68",Burkina Faso,29 Jan 1991,Completion,,Multi-Sector,Sovereign
P-DJ-EA0-001,Djibouti - Planning and development study for drinking water supply infrastructures,"809,101.45",Djibouti,29 Jan 1991,Completion,,Water Supply & Sanitation,Sovereign
P-ET-AA0-001,Omo-Ghibe Master Plan Study (Grant),"5,074,997.00",Ethiopia,29 Jan 1991,Completion,,Agriculture and Rural Development,Sovereign
P-ET-AAC-001,Birr and Koga Irrigation (Grant),"2,475,008.18",Ethiopia,29 Jan 1991,Completion,,Agriculture and Rural Development,Sovereign
P-GN-AA0-001,SOGUIPAH(DEVELOP.PALMIER A HUILE&HEVEA),"13,720,754.31",Guinea,29 Jan 1991,Completion,,Agriculture and Rural Development,Sovereign
P-NG-B00-006,Small and Medium Entreprises,"100,000,000.00",Nigeria,29 Jan 1991,Completion,African Development Bank,"Industry, Minning & Quarrying",Sovereign
P-SD-HAA-002,Institutional Support to the industrial Bank of Sudan,"610,041.34",Sudan,29 Jan 1991,Completion,African Development Fund,Finance,Sovereign
,,,,,,,,
P-SD-IBA-003,Rural Health In The N-E. Regions (Grant),"1,329,506.94",Sudan,29 Jan 1991,Completion,African Development Fund,Social,Sovereign
P-Z1-FAB-001,Multinational - Batoka Gorge Hydropower Study,"2,519,233.96",Multinational,29 Jan 1991,Completion,,Power,Sovereign
P-CV-KA0-001,APPUI INSTITU. MIN. L'INDUS. & ENERGI,"983,785.82",Cape Verde,28 Jan 1991,Completion,,Multi-Sector,Sovereign
P-UG-DB0-008,Rehabilitation - Improvement of PTA S. Road ,"2,152,609.62",Uganda,28 Jan 1991,Completion,,Transport,Sovereign
P-Z1-AA0-028,DEV. RIZICUL. EN AFRIQUE L'OUEST,"2,909,863.41",Multinational,28 Jan 1991,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-MW-AA0-003,Feas Sty Smallholder Sugar Cane Product,"200,943.76",Malawi,18 Dec 1990,Cancelled,,Agriculture and Rural Development,Sovereign
P-MW-AA0-004,Macadamia Nut Prod. & Marketing Study,"458,006.81",Malawi,18 Dec 1990,Completion,,Agriculture and Rural Development,Sovereign
P-MW-DB0-007,Malawi - Mchinji-Kasungu-Msulira Road,"14,751,376.32",Malawi,18 Dec 1990,Completion,,Transport,Sovereign
P-NG-AA0-003,2nd Line of Credit to The Nacb,"99,823,766.86",Nigeria,18 Dec 1990,Completion,African Development Bank,Agriculture and Rural Development,Non Sovereign
P-NG-IB0-002,Nigeria - Kwara State Health Project,"12,221,899.36",Nigeria,18 Dec 1990,Completion,,Social,Sovereign
P-RW-AAZ-001,Rwanda - Mutara Agricultural Development Project (Phase I),"6,644,941.85",Rwanda,18 Dec 1990,Completion,,Agriculture and Rural Development,Sovereign
P-SL-F00-002,Sierra Leone - Bumbuna Hydro-Electric Project (BHP),"34,649,933.64",Sierra Leone,18 Dec 1990,Completion,,Power,Sovereign
P-ST-IAB-001,"Sao Tome and Principe - Project for the rehabilitation of Schools for Primary, Junior Secondary and Teacher Training Education","10,141,802.14",Sao Tome and Principe,18 Dec 1990,Completion,,Social,Sovereign
P-Z1-B00-009,African Capacity Building Initiative,"4,372,027.24",Multinational,18 Dec 1990,Completion,African Development Fund,"Industry, Minning & Quarrying",Sovereign
P-BI-AAG-001,PALMIER A HUILE DE RUMONGE II,"5,052,492.63",Burundi,17 Dec 1990,Cancelled,,Agriculture and Rural Development,Sovereign
P-BI-EB0-003,Burundi - Sewage evacuation in Bujumbura,"9,157,265.42",Burundi,17 Dec 1990,Completion,,Water Supply & Sanitation,Sovereign
P-EG-FAA-009,El Kureimat Power Project,"122,072,098.91",Egypt,17 Dec 1990,Completion,,Power,Sovereign
P-ET-AAE-005,Addis Ababa Meat Plant Study (Grant),"1,018,416.38",Ethiopia,17 Dec 1990,Completion,,Agriculture and Rural Development,Sovereign
P-GN-BA0-001,Guinea - Guinea Bauxite Company Rehabilitation Project (GBC),"67,319,911.63",Guinea,17 Dec 1990,Completion,,"Industry, Minning & Quarrying",Sovereign
P-MR-BAA-001,MINERAIS DE FER DE M'HAOUDAT,"45,005,236.21",Mauritania,17 Dec 1990,Completion,,"Industry, Minning & Quarrying",Sovereign
,,,,,,,,
P-SD-AAA-001,Kenana Sugar Expansion Project,"23,064,119.83",Sudan,17 Dec 1990,Completion,,Agriculture and Rural Development,Sovereign
P-SN-DB0-001,PROJ. REHAB. SECT. TRANSPORTS,"4,745,869.73",Senegal,17 Dec 1990,Completion,,Transport,Sovereign
P-TD-K00-001,"Chad - Institutional Support Project for Three Ministries (Agriculture, Finance and Planning)","3,837,534.33",Chad,17 Dec 1990,Completion,African Development Fund,Multi-Sector,Sovereign
P-TG-K00-001,Togo - Ministry of Planning Institutional Support Programme,"2,710,731.77",Togo,17 Dec 1990,Completion,,Multi-Sector,Sovereign
P-UG-HAA-001,Small & Medium Scale Entreprises Development (LOC to Uganda Development Bank),"16,155,010.03",Uganda,21 Nov 1990,Completion,African Development Bank,Finance,Non Sovereign
P-CV-E00-002,Cap Vert - Study for the improvement of drinking water supply and sanitation,"773,684.00",Cape Verde,20 Nov 1990,Completion,,Water Supply & Sanitation,Sovereign
P-ET-DA0-001,Ethiopia - Ethiopian Airlines Infrastructures  Development,"24,545,467.49",Ethiopia,20 Nov 1990,Completion,,Transport,Sovereign
P-TZ-BAA-001,Grant Feasibility Study for Caustic Soda,"600,361.06","Tanzania, United Republic of",20 Nov 1990,Completion,,"Industry, Minning & Quarrying",Sovereign
P-ZM-EA0-003,Zambia - District Centre Water/Sanitation,"7,411,065.55",Zambia,20 Nov 1990,Completion,,Water Supply & Sanitation,Sovereign
P-ZW-F00-001,Electricity II (ADB/ADF),"10,637,804.40",Zimbabwe,20 Nov 1990,Completion,,Power,Sovereign
P-CM-IE0-001,DIMENSIONS SOCIALES DE L'AJUSTEMENT,"8,329,837.99",Cameroon,19 Nov 1990,Completion,,Social,Sovereign
P-KE-DB0-014,Kenya - Rumuruti - Maralal road study,"887,293.15",Kenya,19 Nov 1990,Completion,,Transport,Sovereign
P-MW-B00-002,Industrial Sector Opportunities Study,"525,861.17",Malawi,19 Nov 1990,Cancelled,,"Industry, Minning & Quarrying",Sovereign
P-BI-K00-002,PROGRAMME D'AJUSTEMENT STRUCTUREL I,"10,592,098.00",Burundi,30 Oct 1990,Completion,African Development Fund,Multi-Sector,Sovereign
P-KE-KF0-001,Institutional Support for Tax Modernization Program - II,"3,315,786.32",Kenya,30 Oct 1990,Completion,,Multi-Sector,Sovereign
P-LS-AA0-011,Institutional Support to Lesotho Bank,"717,338.62",Lesotho,30 Oct 1990,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-RW-BA0-001,Study for the development of peat deposits,"487,319.18",Rwanda,30 Oct 1990,Completion,,"Industry, Minning & Quarrying",Sovereign
P-RW-EA0-006,Rwanda - Kigali III water supply study,"779,781.60",Rwanda,30 Oct 1990,Completion,,Water Supply & Sanitation,Sovereign
P-ST-K00-003,APPUI INSTITUTIONNEL AU M. P. F.,"1,400,189.98",Sao Tome and Principe,30 Oct 1990,Completion,,Multi-Sector,Sovereign
P-BW-IAE-001,Education V.,"12,522,857.89",Botswana,29 Oct 1990,Completion,African Development Bank,Social,Sovereign
,,,,,,,,
P-DJ-AA0-001,APPUI INST. A DEP & A SAB,"515,342.88",Djibouti,29 Oct 1990,Completion,,Agriculture and Rural Development,Sovereign
P-ET-FAB-002,Aleltu Hydroelectric Feasibility Study,"1,576,867.85",Ethiopia,29 Oct 1990,Completion,,Power,Sovereign
P-GH-EB0-001,Ghana - Accra Sewerage System Improvement Study,"690,211.88",Ghana,29 Oct 1990,Completion,,Water Supply & Sanitation,Sovereign
P-GW-AAF-002,Guinea-Bissau - Advanced Artisanal Fisheries Development Project,"10,260,970.73",Guinea-Bissau,29 Oct 1990,Completion,,Agriculture and Rural Development,Sovereign
P-MA-IAC-001,APPUI AU 2ND CYCLE L'ENS. BASE,"10,016,645.68",Morocco,29 Oct 1990,Completion,,Social,Sovereign
